0.55085,0.56335,0.5387,0.66564,0.51985,0.50433,0.56335,0.52782,0.55085,0.56335,0.51115,0.51115,0.55085,0.56335,0.56335,0.55085,0.54054,0.55851,0.66564,0.5181,0.5181,0.55464,0.53229,0.54054,0.53229,0.60532,0.52782,0.51547,0.51547,0.66564,0.50433,0.55464,0.51985,0.52782,0.55464,0.55085,0.53229,0.56335,0.60532,0.56335,0.52782,0.52248,0.5181,0.52248,0.55464,0.56335,0.51115,0.51115,0.55085,0.56335,0.55851,0.55464,0.55851,0.60532,0.51547,0.55464,0.51115,0.53229,0.51547,0.66564,0.56335,0.52248,0.51547,0.54054,0.51985,0.53229,0.54054,0.50433,0.66564,0.53229,0.66564,0.56335,0.66564,0.56335,0.56335,0.5181,0.53229,0.51115,0.52782,0.66564,0.55464,0.50433,0.54054,0.56335,0.52782,0.52782,0.50433,0.52782,0.51985,0.50433,0.55085,0.52782,0.51985,0.55851,0.53229,0.51115,0.55851,0.60532,0.52782,0.55464
-0.013993,0.17991,0.089697,0.028518,0.093033,0.14119,0.17991,0.03359,-0.013993,0.17991,0.15813,0.15813,-0.013993,0.17991,0.17991,-0.013993,0.070178,0.055456,0.028518,0.073514,0.073514,0.012651,0.14556,0.070178,0.14556,-0.036042,0.03359,0.14061,0.14061,0.028518,0.14119,0.012651,0.093033,0.03359,0.012651,-0.013993,0.14556,0.17991,-0.036042,0.17991,0.03359,0.33579,0.073514,0.33579,0.012651,0.17991,0.15813,0.15813,-0.013993,0.17991,0.055456,0.012651,0.055456,-0.036042,0.14061,0.012651,0.15813,0.14556,0.14061,0.028518,0.17991,0.33579,0.14061,0.070178,0.093033,0.14556,0.070178,0.14119,0.028518,0.14556,0.028518,0.17991,0.028518,0.17991,0.17991,0.073514,0.14556,0.15813,0.03359,0.028518,0.012651,0.14119,0.070178,0.17991,0.03359,0.03359,0.14119,0.03359,0.093033,0.14119,-0.013993,0.03359,0.093033,0.055456,0.14556,0.15813,0.055456,-0.036042,0.03359,0.012651
0.23838,0.058345,0.025634,0.09874,0.036722,0.12182,0.058345,0.18052,0.23838,0.058345,0.096322,0.096322,0.23838,0.058345,0.058345,0.23838,0.02379,0.15508,0.09874,0.081917,0.081917,0.097902,0.1946,0.02379,0.1946,0.1477,0.18052,0.049844,0.049844,0.09874,0.12182,0.097902,0.036722,0.18052,0.097902,0.23838,0.1946,0.058345,0.1477,0.058345,0.18052,0.064993,0.081917,0.064993,0.097902,0.058345,0.096322,0.096322,0.23838,0.058345,0.15508,0.097902,0.15508,0.1477,0.049844,0.097902,0.096322,0.1946,0.049844,0.09874,0.058345,0.064993,0.049844,0.02379,0.036722,0.1946,0.02379,0.12182,0.09874,0.1946,0.09874,0.058345,0.09874,0.058345,0.058345,0.081917,0.1946,0.096322,0.18052,0.09874,0.097902,0.12182,0.02379,0.058345,0.18052,0.18052,0.12182,0.18052,0.036722,0.12182,0.23838,0.18052,0.036722,0.15508,0.1946,0.096322,0.15508,0.1477,0.18052,0.097902
0.20359,0.030331,0.022714,0.070737,0.011551,0.034369,0.030331,0.091655,0.20359,0.030331,0.025703,0.025703,0.20359,0.030331,0.030331,0.20359,0.015062,0.15508,0.070737,0.040411,0.040411,0.069268,0.060351,0.015062,0.060351,0.2191,0.091655,0.02323,0.02323,0.070737,0.034369,0.069268,0.011551,0.091655,0.069268,0.20359,0.060351,0.030331,0.2191,0.030331,0.091655,0.039902,0.040411,0.039902,0.069268,0.030331,0.025703,0.025703,0.20359,0.030331,0.15508,0.069268,0.15508,0.2191,0.02323,0.069268,0.025703,0.060351,0.02323,0.070737,0.030331,0.039902,0.02323,0.015062,0.011551,0.060351,0.015062,0.034369,0.070737,0.060351,0.070737,0.030331,0.070737,0.030331,0.030331,0.040411,0.060351,0.025703,0.091655,0.070737,0.069268,0.034369,0.015062,0.030331,0.091655,0.091655,0.034369,0.091655,0.011551,0.034369,0.20359,0.091655,0.011551,0.15508,0.060351,0.025703,0.15508,0.2191,0.091655,0.069268
0.0076597,-0.027417,-0.026693,-0.02359,-0.012109,-0.0074736,-0.027417,-0.0053442,0.0076597,-0.027417,-0.001706,-0.001706,0.0076597,-0.027417,-0.027417,0.0076597,-0.0055295,0.022828,-0.02359,-0.0086505,-0.0086505,-0.029508,-0.0044732,-0.0055295,-0.0044732,-0.027029,-0.0053442,-0.023549,-0.023549,-0.02359,-0.0074736,-0.029508,-0.012109,-0.0053442,-0.029508,0.0076597,-0.0044732,-0.027417,-0.027029,-0.027417,-0.0053442,0,-0.0086505,0,-0.029508,-0.027417,-0.001706,-0.001706,0.0076597,-0.027417,0.022828,-0.029508,0.022828,-0.027029,-0.023549,-0.029508,-0.001706,-0.0044732,-0.023549,-0.02359,-0.027417,0,-0.023549,-0.0055295,-0.012109,-0.0044732,-0.0055295,-0.0074736,-0.02359,-0.0044732,-0.02359,-0.027417,-0.02359,-0.027417,-0.027417,-0.0086505,-0.0044732,-0.001706,-0.0053442,-0.02359,-0.029508,-0.0074736,-0.0055295,-0.027417,-0.0053442,-0.0053442,-0.0074736,-0.0053442,-0.012109,-0.0074736,0.0076597,-0.0053442,-0.012109,0.022828,-0.0044732,-0.001706,0.022828,-0.027029,-0.0053442,-0.029508
-0.042254,-0.031056,0.044663,0.055901,0.024397,-0.025184,-0.031056,-0.058712,-0.042254,-0.031056,0.000853,0.000853,-0.042254,-0.031056,-0.031056,-0.042254,0.18501,-0.024403,0.055901,-0.0052324,-0.0052324,-0.050317,-0.039559,0.18501,-0.039559,-0.019918,-0.058712,-0.0085811,-0.0085811,0.055901,-0.025184,-0.050317,0.024397,-0.058712,-0.050317,-0.042254,-0.039559,-0.031056,-0.019918,-0.031056,-0.058712,0.03026,-0.0052324,0.03026,-0.050317,-0.031056,0.000853,0.000853,-0.042254,-0.031056,-0.024403,-0.050317,-0.024403,-0.019918,-0.0085811,-0.050317,0.000853,-0.039559,-0.0085811,0.055901,-0.031056,0.03026,-0.0085811,0.18501,0.024397,-0.039559,0.18501,-0.025184,0.055901,-0.039559,0.055901,-0.031056,0.055901,-0.031056,-0.031056,-0.0052324,-0.039559,0.000853,-0.058712,0.055901,-0.050317,-0.025184,0.18501,-0.031056,-0.058712,-0.058712,-0.025184,-0.058712,0.024397,-0.025184,-0.042254,-0.058712,0.024397,-0.024403,-0.039559,0.000853,-0.024403,-0.019918,-0.058712,-0.050317
0.19937,-0.016282,0.08857,0.025983,0.0026283,0.027966,-0.016282,0.044445,0.19937,-0.016282,0.0086967,0.0086967,0.19937,-0.016282,-0.016282,0.19937,0.046929,0.11566,0.025983,0.068338,0.068338,0.014639,0.020443,0.046929,0.020443,0.071298,0.044445,0.02323,0.02323,0.025983,0.027966,0.014639,0.0026283,0.044445,0.014639,0.19937,0.020443,-0.016282,0.071298,-0.016282,0.044445,0.049789,0.068338,0.049789,0.014639,-0.016282,0.0086967,0.0086967,0.19937,-0.016282,0.11566,0.014639,0.11566,0.071298,0.02323,0.014639,0.0086967,0.020443,0.02323,0.025983,-0.016282,0.049789,0.02323,0.046929,0.0026283,0.020443,0.046929,0.027966,0.025983,0.020443,0.025983,-0.016282,0.025983,-0.016282,-0.016282,0.068338,0.020443,0.0086967,0.044445,0.025983,0.014639,0.027966,0.046929,-0.016282,0.044445,0.044445,0.027966,0.044445,0.0026283,0.027966,0.19937,0.044445,0.0026283,0.11566,0.020443,0.0086967,0.11566,0.071298,0.044445,0.014639
-0.056474,-0.027417,-0.061114,-0.057088,-0.052253,-0.071729,-0.027417,-0.05568,-0.056474,-0.027417,-0.071037,-0.071037,-0.056474,-0.027417,-0.027417,-0.056474,-0.055072,-0.069813,-0.057088,-0.078665,-0.078665,-0.012261,-0.062429,-0.055072,-0.062429,0.0010686,-0.05568,-0.05315,-0.05315,-0.057088,-0.071729,-0.012261,-0.052253,-0.05568,-0.012261,-0.056474,-0.062429,-0.027417,0.0010686,-0.027417,-0.05568,-0.077482,-0.078665,-0.077482,-0.012261,-0.027417,-0.071037,-0.071037,-0.056474,-0.027417,-0.069813,-0.012261,-0.069813,0.0010686,-0.05315,-0.012261,-0.071037,-0.062429,-0.05315,-0.057088,-0.027417,-0.077482,-0.05315,-0.055072,-0.052253,-0.062429,-0.055072,-0.071729,-0.057088,-0.062429,-0.057088,-0.027417,-0.057088,-0.027417,-0.027417,-0.078665,-0.062429,-0.071037,-0.05568,-0.057088,-0.012261,-0.071729,-0.055072,-0.027417,-0.05568,-0.05568,-0.071729,-0.05568,-0.052253,-0.071729,-0.056474,-0.05568,-0.052253,-0.069813,-0.062429,-0.071037,-0.069813,0.0010686,-0.05568,-0.012261
0.052346,0.017985,-0.0064032,0.019674,-0.020513,0.024388,0.017985,0.14513,0.052346,0.017985,0.020248,0.020248,0.052346,0.017985,0.017985,0.052346,-0.016293,0.05986,0.019674,0.051187,0.051187,0.048548,0.10287,-0.016293,0.10287,0.14489,0.14513,-0.012819,-0.012819,0.019674,0.024388,0.048548,-0.020513,0.14513,0.048548,0.052346,0.10287,0.017985,0.14489,0.017985,0.14513,0.049789,0.051187,0.049789,0.048548,0.017985,0.020248,0.020248,0.052346,0.017985,0.05986,0.048548,0.05986,0.14489,-0.012819,0.048548,0.020248,0.10287,-0.012819,0.019674,0.017985,0.049789,-0.012819,-0.016293,-0.020513,0.10287,-0.016293,0.024388,0.019674,0.10287,0.019674,0.017985,0.019674,0.017985,0.017985,0.051187,0.10287,0.020248,0.14513,0.019674,0.048548,0.024388,-0.016293,0.017985,0.14513,0.14513,0.024388,0.14513,-0.020513,0.024388,0.052346,0.14513,-0.020513,0.05986,0.10287,0.020248,0.05986,0.14489,0.14513,0.048548
0.16143,0.11575,0.047737,0.036217,0.043501,0.055147,0.11575,0.20584,0.16143,0.11575,0.018459,0.018459,0.16143,0.11575,0.11575,0.16143,-0.0046079,0.0038723,0.036217,0.024287,0.024287,0.051749,0.04297,-0.0046079,0.04297,-0.013715,0.20584,0.093087,0.093087,0.036217,0.055147,0.051749,0.043501,0.20584,0.051749,0.16143,0.04297,0.11575,-0.013715,0.11575,0.20584,-0.013031,0.024287,-0.013031,0.051749,0.11575,0.018459,0.018459,0.16143,0.11575,0.0038723,0.051749,0.0038723,-0.013715,0.093087,0.051749,0.018459,0.04297,0.093087,0.036217,0.11575,-0.013031,0.093087,-0.0046079,0.043501,0.04297,-0.0046079,0.055147,0.036217,0.04297,0.036217,0.11575,0.036217,0.11575,0.11575,0.024287,0.04297,0.018459,0.20584,0.036217,0.051749,0.055147,-0.0046079,0.11575,0.20584,0.20584,0.055147,0.20584,0.043501,0.055147,0.16143,0.20584,0.043501,0.0038723,0.04297,0.018459,0.0038723,-0.013715,0.20584,0.051749
